Invoice_Number,Invoice_Date,Due_Date,Posting_Date,Vendor_ID,Vendor_Country,Vendor_Payment_Terms,Vendor_Risk_Score,Invoice_Amount,Tax_Amount,Tax_Code,Tax_Rate,Payment_Method,Number_of_Approvals,Approval_Time_Days,Payment_Status,Three_Way_Match,PO_Amount_vs_Invoice_Diff,Goods_Receipt_vs_Invoice_Diff,Historical_Non_Compliance,Non_Compliant
101652,2028-07-10,2028-07-24,2028-07-14,1359,Germany,Net 45,2,25341.09,899.53,D4,5,Credit Card,3,16,Paid,Match,-141.17,-10,0,0
101653,2028-07-11,2028-07-25,2028-07-15,1560,Germany,Net 30,1,39008.25,4932.37,D4,18,Credit Card,3,22,Pending,Match,305.58,-7,0,0
101654,2028-07-12,2028-07-26,2028-07-16,1326,Germany,Net 30,4,42146.32,3578.23,C3,5,Credit Card,1,10,Overdue,Match,-1.59,-3,0,0
101655,2028-07-13,2028-07-27,2028-07-17,1768,China,Net 60,7,29198.44,3077.06,X99,12,Cash,4,51,Overdue,Mismatch,4248.58,8,1,1
101656,2028-07-14,2028-07-28,2028-07-18,1735,USA,Net 45,9,31137.29,244.72,B2,18,Wire,4,8,Paid,Match,438.42,-6,0,0
101657,2028-07-15,2028-07-29,2028-07-19,1140,China,Net 60,3,14502.85,4396.76,B2,5,Wire,1,21,Paid,Match,10.4,0,0,0
101658,2028-07-16,2028-07-30,2028-07-20,1989,Germany,Net 45,7,44796.03,4065.66,A1,28,Wire,3,5,Overdue,Match,-32.59,6,0,0
101659,2028-07-17,2028-07-31,2028-07-21,1214,UK,Net 60,7,1698.2,3327.35,X99,28,Cash,4,40,Pending,Mismatch,2810.0,6,1,1
101660,2028-07-18,2028-08-01,2028-07-22,1434,India,Net 45,7,17755.82,1702.26,C3,28,Cash,4,26,Pending,Match,-238.77,-9,0,0
101661,2028-07-19,2028-08-02,2028-07-23,1890,China,Net 60,2,36229.12,361.82,D4,18,Credit Card,4,13,Pending,Match,-175.21,-10,0,0
101662,2028-07-20,2028-08-03,2028-07-24,1951,China,Net 30,6,4464.43,2904.39,B2,5,Cash,2,16,Pending,Match,432.05,-7,0,0
101663,2028-07-21,2028-08-04,2028-07-25,1722,USA,Net 45,2,9566.89,3601.28,D4,5,Credit Card,4,5,Pending,Match,178.53,-2,1,0
101664,2028-07-22,2028-08-05,2028-07-26,1317,USA,Net 45,6,29669.64,480.26,X99,5,Credit Card,1,42,Pending,Mismatch,5665.92,-9,1,1
101665,2028-07-23,2028-08-06,2028-07-27,1031,China,Net 30,3,28219.69,3172.5,C3,18,Wire,1,15,Pending,Match,-228.89,-8,1,0
101666,2028-07-24,2028-08-07,2028-07-28,1669,Germany,Net 60,2,37076.95,1438.97,C3,5,Cash,2,9,Pending,Match,43.79,-5,0,0
101667,2028-07-25,2028-08-08,2028-07-29,1284,India,Net 45,6,40724.33,3823.58,B2,12,Wire,2,22,Pending,Match,471.4,2,0,0
101668,2028-07-26,2028-08-09,2028-07-30,1304,USA,Net 45,2,6864.69,2702.68,C3,18,Wire,1,23,Paid,Match,-181.3,4,0,0
101669,2028-07-27,2028-08-10,2028-07-31,1428,Germany,Net 60,5,1409.86,653.89,B2,12,Cash,2,12,Pending,Match,-339.52,0,0,0
101670,2028-07-28,2028-08-11,2028-08-01,1476,UK,Net 30,2,34637.11,2637.33,B2,12,Cash,4,8,Paid,Match,10.89,-1,0,0
101671,2028-07-29,2028-08-12,2028-08-02,1285,USA,Net 60,3,15418.89,1984.73,A1,28,ACH,3,13,Overdue,Match,-112.18,-8,0,0
101672,2028-07-30,2028-08-13,2028-08-03,1143,Germany,Net 60,3,31486.2,909.98,A1,18,Credit Card,3,5,Paid,Match,-340.42,9,0,0
101673,2028-07-31,2028-08-14,2028-08-04,1423,Germany,Net 60,6,7951.96,4209.16,A1,5,ACH,3,14,Overdue,Match,388.55,-2,0,0
101674,2028-08-01,2028-08-15,2028-08-05,1018,India,Net 45,6,23717.48,65.03,X99,12,Credit Card,1,48,Paid,Mismatch,1737.15,-1,1,1
101675,2028-08-02,2028-08-16,2028-08-06,1017,India,Net 30,3,25469.02,1567.52,A1,18,Credit Card,2,11,Overdue,Match,68.58,1,0,0
101676,2028-08-03,2028-08-17,2028-08-07,1768,UK,Net 30,3,29461.35,72.85,X99,5,Credit Card,3,86,Paid,Mismatch,2024.93,-3,1,1
101677,2028-08-04,2028-08-18,2028-08-08,1589,Germany,Net 60,1,25901.92,489.07,C3,28,Wire,4,12,Paid,Match,359.04,6,0,0
101678,2028-08-05,2028-08-19,2028-08-09,1370,Germany,Net 45,7,25036.69,1492.51,A1,18,Wire,4,15,Overdue,Mismatch,200.98,-6,0,0
101679,2028-08-06,2028-08-20,2028-08-10,1174,India,Net 60,8,16970.34,280.81,D4,18,Cash,4,24,Pending,Match,-455.84,-3,0,0
101680,2028-08-07,2028-08-21,2028-08-11,1193,USA,Net 45,2,4023.42,2987.19,B2,18,Credit Card,2,12,Pending,Match,-342.37,7,0,0
101681,2028-08-08,2028-08-22,2028-08-12,1501,USA,Net 45,4,4931.25,443.45,D4,5,Credit Card,3,26,Pending,Match,-429.01,0,0,0
101682,2028-08-09,2028-08-23,2028-08-13,1987,China,Net 45,7,21972.02,3511.55,X99,12,Credit Card,4,65,Pending,Mismatch,1752.91,-1,1,1
101683,2028-08-10,2028-08-24,2028-08-14,1112,India,Net 45,8,18111.76,272.68,B2,12,Wire,2,1,Pending,Match,-194.0,4,0,0
101684,2028-08-11,2028-08-25,2028-08-15,1113,China,Net 30,1,26048.67,305.95,B2,18,Cash,4,3,Paid,Match,-107.64,-5,0,0
101685,2028-08-12,2028-08-26,2028-08-16,1221,India,Net 45,4,15589.49,1533.58,B2,18,Wire,3,12,Pending,Mismatch,-258.97,8,0,0
101686,2028-08-13,2028-08-27,2028-08-17,1677,UK,Net 45,6,34551.55,4483.89,C3,5,ACH,3,20,Paid,Match,-435.4,6,0,0
101687,2028-08-14,2028-08-28,2028-08-18,1946,Germany,Net 60,3,43265.76,3210.55,B2,28,ACH,3,13,Overdue,Match,29.86,-1,0,0
101688,2028-08-15,2028-08-29,2028-08-19,1830,UK,Net 60,5,15293.73,3852.96,B2,18,ACH,3,23,Pending,Match,-226.68,-6,0,0
101689,2028-08-16,2028-08-30,2028-08-20,1643,India,Net 30,9,10052.71,716.35,D4,18,Cash,3,6,Pending,Mismatch,296.04,5,0,0
101690,2028-08-17,2028-08-31,2028-08-21,1896,Germany,Net 60,3,6250.94,4172.29,D4,28,ACH,4,10,Pending,Match,-491.95,1,0,0
101691,2028-08-18,2028-09-01,2028-08-22,1263,USA,Net 45,5,31004.58,50.65,A1,18,Cash,3,10,Pending,Match,342.53,-6,0,0
101692,2028-08-19,2028-09-02,2028-08-23,1924,USA,Net 60,8,22470.87,1073.16,D4,12,Wire,4,16,Paid,Match,454.75,-10,0,0
101693,2028-08-20,2028-09-03,2028-08-24,1054,China,Net 30,6,9806.78,3084.3,B2,18,Wire,3,27,Paid,Match,216.14,-9,0,0
101694,2028-08-21,2028-09-04,2028-08-25,1870,India,Net 60,4,32830.27,1882.48,C3,12,Cash,4,1,Paid,Mismatch,233.64,-6,0,0
101695,2028-08-22,2028-09-05,2028-08-26,1642,India,Net 60,8,7849.92,4921.13,D4,5,Wire,3,16,Overdue,Match,433.56,8,0,0
101696,2028-08-23,2028-09-06,2028-08-27,1799,USA,Net 30,3,27937.88,161.39,D4,5,Wire,4,4,Paid,Match,-290.93,4,0,0
101697,2028-08-24,2028-09-07,2028-08-28,1777,UK,Net 30,3,26593.84,4993.0,X99,12,Cash,3,47,Pending,Mismatch,1175.88,-10,1,1
101698,2028-08-25,2028-09-08,2028-08-29,1457,Germany,Net 45,4,36844.28,3121.9,D4,12,ACH,2,19,Overdue,Match,273.48,0,0,0
101699,2028-08-26,2028-09-09,2028-08-30,1978,UK,Net 60,9,3227.93,2797.95,D4,28,Cash,4,2,Overdue,Match,226.57,7,0,0
101700,2028-08-27,2028-09-10,2028-08-31,1877,UK,Net 45,5,44449.71,306.97,B2,12,Credit Card,2,18,Pending,Match,-138.91,-8,0,0
101701,2028-08-28,2028-09-11,2028-09-01,1161,USA,Net 60,8,35298.09,1373.91,D4,12,Wire,4,10,Pending,Match,45.78,-2,0,0
101702,2028-08-29,2028-09-12,2028-09-02,1379,USA,Net 60,6,11198.24,4624.07,C3,18,Cash,4,28,Pending,Match,153.92,-7,0,0
101703,2028-08-30,2028-09-13,2028-09-03,1992,USA,Net 45,3,9578.56,1777.69,A1,28,Wire,4,28,Pending,Match,120.34,2,0,0
101704,2028-08-31,2028-09-14,2028-09-04,1086,China,Net 60,8,21867.18,3311.65,D4,12,ACH,1,4,Paid,Match,204.98,-2,0,0
101705,2028-09-01,2028-09-15,2028-09-05,1054,UK,Net 60,9,40969.48,4997.49,C3,12,Wire,3,29,Overdue,Mismatch,-417.62,-8,0,0
101706,2028-09-02,2028-09-16,2028-09-06,1475,India,Net 60,8,42226.02,1322.72,D4,12,Cash,2,1,Pending,Mismatch,-144.35,5,0,0
101707,2028-09-03,2028-09-17,2028-09-07,1799,Germany,Net 30,4,26262.58,2884.64,A1,18,ACH,2,15,Paid,Match,-66.0,-3,0,0
101708,2028-09-04,2028-09-18,2028-09-08,1177,China,Net 45,6,43110.14,3485.22,B2,18,ACH,4,10,Pending,Match,-239.37,-4,0,0
101709,2028-09-05,2028-09-19,2028-09-09,1390,India,Net 30,1,769.46,831.49,X99,18,ACH,2,44,Paid,Mismatch,2449.72,6,1,1
101710,2028-09-06,2028-09-20,2028-09-10,1348,UK,Net 45,4,2241.14,751.88,D4,5,Credit Card,2,16,Pending,Match,-361.07,5,0,0
101711,2028-09-07,2028-09-21,2028-09-11,1007,USA,Net 45,8,45635.17,2286.98,A1,18,Cash,2,13,Pending,Match,-133.62,7,0,0
101712,2028-09-08,2028-09-22,2028-09-12,1832,UK,Net 60,1,38878.93,1935.2,A1,12,Cash,2,26,Pending,Match,-6.56,5,0,0
101713,2028-09-09,2028-09-23,2028-09-13,1312,Germany,Net 45,3,22809.95,3573.94,B2,18,ACH,1,15,Paid,Match,-437.02,4,0,0
101714,2028-09-10,2028-09-24,2028-09-14,1758,China,Net 30,1,37803.7,356.85,D4,18,Wire,4,2,Pending,Match,446.46,-9,0,0
101715,2028-09-11,2028-09-25,2028-09-15,1834,China,Net 30,9,47804.15,4861.11,A1,28,ACH,2,20,Paid,Match,265.24,9,0,0
101716,2028-09-12,2028-09-26,2028-09-16,1983,Germany,Net 30,2,38718.43,81.24,A1,12,Credit Card,1,4,Paid,Match,230.85,-7,0,0
101717,2028-09-13,2028-09-27,2028-09-17,1982,India,Net 45,9,42197.38,3010.57,B2,18,ACH,1,1,Overdue,Match,-327.14,-6,1,0
101718,2028-09-14,2028-09-28,2028-09-18,1442,India,Net 30,4,38150.03,2817.54,C3,5,Cash,4,7,Paid,Match,103.8,-4,0,0
101719,2028-09-15,2028-09-29,2028-09-19,1766,China,Net 45,2,8826.45,682.23,D4,28,ACH,3,23,Paid,Match,29.72,4,0,0
101720,2028-09-16,2028-09-30,2028-09-20,1327,China,Net 30,4,41761.92,763.07,X99,18,Wire,3,42,Paid,Mismatch,2495.94,6,1,1
101721,2028-09-17,2028-10-01,2028-09-21,1053,USA,Net 30,6,10157.89,3965.46,C3,28,Cash,3,11,Paid,Match,247.67,-1,0,0
101722,2028-09-18,2028-10-02,2028-09-22,1760,India,Net 45,7,44684.26,4438.94,X99,28,Wire,2,68,Paid,Mismatch,4299.6,9,1,1
101723,2028-09-19,2028-10-03,2028-09-23,1238,Germany,Net 30,3,23203.17,1422.25,B2,5,ACH,4,10,Overdue,Match,350.81,-2,0,0
101724,2028-09-20,2028-10-04,2028-09-24,1228,India,Net 60,3,34010.35,2195.44,X99,5,Cash,3,50,Pending,Mismatch,7143.86,5,1,1
101725,2028-09-21,2028-10-05,2028-09-25,1578,USA,Net 45,8,25113.42,1781.43,C3,5,Credit Card,2,11,Overdue,Match,-484.78,-8,0,0
101726,2028-09-22,2028-10-06,2028-09-26,1050,China,Net 45,5,5152.55,372.01,A1,12,Cash,4,24,Overdue,Mismatch,190.23,-2,0,0
101727,2028-09-23,2028-10-07,2028-09-27,1608,China,Net 45,4,14890.75,3369.29,C3,28,Wire,2,10,Pending,Match,-401.69,-3,0,0
101728,2028-09-24,2028-10-08,2028-09-28,1603,USA,Net 60,7,49194.73,4127.71,B2,18,Cash,3,14,Paid,Match,-384.57,-4,0,0
101729,2028-09-25,2028-10-09,2028-09-29,1263,Germany,Net 45,7,48055.38,1531.35,A1,5,Credit Card,3,14,Pending,Match,244.68,6,1,0
101730,2028-09-26,2028-10-10,2028-09-30,1417,China,Net 30,9,16364.1,4950.98,A1,5,Credit Card,1,7,Paid,Match,-229.47,-6,0,0
101731,2028-09-27,2028-10-11,2028-10-01,1802,UK,Net 30,9,49816.69,388.5,B2,28,Credit Card,1,23,Pending,Match,128.63,-4,0,0
101732,2028-09-28,2028-10-12,2028-10-02,1095,China,Net 30,5,42354.78,3312.34,A1,28,Credit Card,4,11,Overdue,Match,417.41,2,0,0
101733,2028-09-29,2028-10-13,2028-10-03,1087,UK,Net 45,8,30742.5,2246.66,C3,28,Wire,2,22,Paid,Match,-183.53,7,0,0
101734,2028-09-30,2028-10-14,2028-10-04,1077,USA,Net 30,1,2486.17,2238.54,B2,18,Cash,2,28,Overdue,Match,-282.86,3,0,0
101735,2028-10-01,2028-10-15,2028-10-05,1287,USA,Net 45,9,45121.62,2293.65,D4,12,ACH,3,4,Paid,Match,-393.44,7,0,0
101736,2028-10-02,2028-10-16,2028-10-06,1119,China,Net 30,8,28092.75,1300.82,B2,12,Credit Card,3,27,Pending,Mismatch,-369.54,-8,0,0
101737,2028-10-03,2028-10-17,2028-10-07,1813,India,Net 60,6,43489.57,3580.66,D4,5,ACH,4,24,Pending,Match,-437.78,6,0,0
101738,2028-10-04,2028-10-18,2028-10-08,1490,UK,Net 60,3,41804.24,3610.67,D4,12,ACH,1,2,Pending,Match,-412.36,8,0,0
101739,2028-10-05,2028-10-19,2028-10-09,1911,Germany,Net 60,3,41733.81,1419.16,B2,18,Cash,3,7,Pending,Mismatch,-68.0,-4,0,0
101740,2028-10-06,2028-10-20,2028-10-10,1451,China,Net 60,8,35059.61,4178.18,B2,12,ACH,2,19,Pending,Match,-179.13,-7,0,0
101741,2028-10-07,2028-10-21,2028-10-11,1499,Germany,Net 45,5,14925.05,1591.06,D4,18,ACH,3,14,Overdue,Match,206.56,4,0,0
101742,2028-10-08,2028-10-22,2028-10-12,1164,China,Net 30,7,17139.93,3628.21,D4,5,Wire,1,19,Overdue,Match,370.24,-3,0,0
101743,2028-10-09,2028-10-23,2028-10-13,1181,India,Net 60,5,15769.23,613.79,A1,28,ACH,2,7,Paid,Match,284.77,5,0,0
101744,2028-10-10,2028-10-24,2028-10-14,1468,India,Net 45,8,1492.28,851.82,B2,18,Cash,1,12,Overdue,Match,30.64,-10,0,0
101745,2028-10-11,2028-10-25,2028-10-15,1909,India,Net 60,4,29337.16,1585.82,B2,28,ACH,4,3,Paid,Match,-397.56,5,0,0
101746,2028-10-12,2028-10-26,2028-10-16,1734,India,Net 60,2,35092.27,2973.43,A1,5,Cash,4,15,Paid,Match,209.77,-9,0,0
101747,2028-10-13,2028-10-27,2028-10-17,1822,USA,Net 45,3,42766.37,3231.1,X99,18,Credit Card,1,39,Overdue,Mismatch,4243.89,-9,1,1
101748,2028-10-14,2028-10-28,2028-10-18,1943,USA,Net 45,8,7438.19,1987.82,A1,18,ACH,2,8,Overdue,Match,-414.35,-3,0,0
101749,2028-10-15,2028-10-29,2028-10-19,1977,UK,Net 30,7,27437.07,398.42,A1,12,ACH,1,14,Paid,Match,342.47,1,0,0
101750,2028-10-16,2028-10-30,2028-10-20,1006,Germany,Net 30,2,896.4,1874.44,B2,18,ACH,3,29,Overdue,Match,-161.78,0,0,0
101751,2028-10-17,2028-10-31,2028-10-21,1329,China,Net 60,6,5207.14,3446.95,C3,5,Credit Card,3,4,Overdue,Match,-281.75,-5,0,0
101752,2028-10-18,2028-11-01,2028-10-22,1774,China,Net 60,9,3183.48,3358.27,D4,28,Wire,1,7,Overdue,Match,371.45,8,0,0
101753,2028-10-19,2028-11-02,2028-10-23,1672,USA,Net 30,4,36411.16,809.38,B2,18,ACH,3,7,Pending,Match,402.13,7,0,0
101754,2028-10-20,2028-11-03,2028-10-24,1150,China,Net 30,9,4512.45,48.84,C3,5,Cash,1,18,Pending,Match,-161.03,-6,1,0
101755,2028-10-21,2028-11-04,2028-10-25,1084,USA,Net 45,2,35964.42,3767.38,A1,5,Wire,3,14,Paid,Mismatch,-145.2,4,0,0
101756,2028-10-22,2028-11-05,2028-10-26,1146,UK,Net 30,2,12856.42,540.78,X99,18,Wire,1,75,Overdue,Mismatch,6729.8,-3,1,1
101757,2028-10-23,2028-11-06,2028-10-27,1623,Germany,Net 30,9,43946.79,420.92,B2,12,Wire,3,26,Paid,Match,233.44,-5,0,0
101758,2028-10-24,2028-11-07,2028-10-28,1380,UK,Net 60,7,40750.92,23.48,B2,18,ACH,2,12,Overdue,Match,-436.85,1,0,0
101759,2028-10-25,2028-11-08,2028-10-29,1914,India,Net 30,7,47912.6,2168.68,C3,18,Credit Card,2,10,Pending,Match,93.34,8,0,0
101760,2028-10-26,2028-11-09,2028-10-30,1547,India,Net 60,1,44246.22,2521.29,B2,12,Credit Card,3,14,Overdue,Match,452.82,1,1,0
101761,2028-10-27,2028-11-10,2028-10-31,1284,India,Net 30,6,46699.81,3191.94,D4,5,ACH,1,9,Overdue,Match,-237.91,1,0,0
101762,2028-10-28,2028-11-11,2028-11-01,1699,UK,Net 45,7,43007.75,1487.36,C3,18,Cash,3,6,Overdue,Match,408.83,-2,0,0
101763,2028-10-29,2028-11-12,2028-11-02,1081,China,Net 30,6,34822.4,3555.02,A1,12,Cash,4,5,Pending,Match,450.17,-1,0,0
101764,2028-10-30,2028-11-13,2028-11-03,1513,Germany,Net 30,6,8927.83,854.97,C3,28,Cash,4,1,Pending,Match,-230.85,6,0,0
101765,2028-10-31,2028-11-14,2028-11-04,1896,India,Net 30,2,13949.52,4161.63,C3,28,ACH,1,1,Pending,Match,254.2,7,0,0
101766,2028-11-01,2028-11-15,2028-11-05,1814,India,Net 60,6,11029.98,2863.52,C3,12,Credit Card,3,25,Paid,Match,-261.22,5,1,0
101767,2028-11-02,2028-11-16,2028-11-06,1708,India,Net 45,4,30377.5,2923.61,C3,5,ACH,3,20,Overdue,Match,237.61,-7,0,0
101768,2028-11-03,2028-11-17,2028-11-07,1915,Germany,Net 30,9,25429.19,1056.78,A1,12,Credit Card,2,17,Pending,Match,297.42,7,0,0
101769,2028-11-04,2028-11-18,2028-11-08,1522,India,Net 60,1,43420.46,379.8,A1,5,Wire,1,11,Paid,Match,-252.79,-8,0,0
101770,2028-11-05,2028-11-19,2028-11-09,1745,Germany,Net 45,8,47657.31,2328.98,A1,28,ACH,4,26,Pending,Match,215.87,5,1,0
101771,2028-11-06,2028-11-20,2028-11-10,1385,India,Net 60,5,20540.56,3081.9,C3,18,Credit Card,4,12,Overdue,Match,312.1,3,1,0
101772,2028-11-07,2028-11-21,2028-11-11,1706,UK,Net 60,1,25564.35,484.28,D4,12,Wire,1,3,Paid,Mismatch,-141.42,-2,0,0
101773,2028-11-08,2028-11-22,2028-11-12,1470,UK,Net 45,4,48590.06,4753.17,D4,28,Wire,4,6,Pending,Match,-332.3,-5,0,0
101774,2028-11-09,2028-11-23,2028-11-13,1118,Germany,Net 30,1,14173.83,4902.27,A1,18,ACH,1,11,Pending,Match,-408.04,-7,0,0
101775,2028-11-10,2028-11-24,2028-11-14,1395,UK,Net 60,6,39723.34,2731.83,X99,28,Credit Card,4,46,Paid,Mismatch,8067.45,-9,1,1
101776,2028-11-11,2028-11-25,2028-11-15,1531,Germany,Net 60,2,11649.38,4750.85,X99,12,Wire,4,53,Paid,Mismatch,1877.28,-1,1,1
101777,2028-11-12,2028-11-26,2028-11-16,1260,UK,Net 30,5,34232.28,905.43,D4,12,ACH,1,11,Paid,Match,322.95,0,0,0
101778,2028-11-13,2028-11-27,2028-11-17,1804,UK,Net 30,7,13053.97,136.85,D4,18,Wire,1,8,Paid,Match,-64.16,-4,0,0
101779,2028-11-14,2028-11-28,2028-11-18,1933,Germany,Net 45,2,44244.8,206.65,D4,12,Cash,4,29,Paid,Match,36.62,-6,0,0
101780,2028-11-15,2028-11-29,2028-11-19,1255,China,Net 45,6,28293.16,2941.69,B2,28,ACH,4,10,Pending,Match,-220.47,-7,0,0
101781,2028-11-16,2028-11-30,2028-11-20,1733,UK,Net 45,6,9703.72,317.59,A1,18,Wire,2,2,Paid,Match,-336.93,-5,0,0
101782,2028-11-17,2028-12-01,2028-11-21,1904,India,Net 30,5,11606.27,4793.14,C3,18,ACH,3,24,Paid,Match,-17.92,-9,0,0
101783,2028-11-18,2028-12-02,2028-11-22,1225,China,Net 60,5,24945.54,718.25,D4,28,ACH,1,14,Overdue,Match,-36.5,-9,1,0
101784,2028-11-19,2028-12-03,2028-11-23,1052,Germany,Net 60,3,48099.3,1530.57,B2,5,Credit Card,1,29,Pending,Match,21.93,5,0,0
101785,2028-11-20,2028-12-04,2028-11-24,1939,China,Net 45,2,38597.29,4114.36,C3,18,Credit Card,3,16,Overdue,Match,452.8,2,0,0
101786,2028-11-21,2028-12-05,2028-11-25,1866,USA,Net 30,7,24671.33,1101.51,B2,5,Wire,2,17,Pending,Match,103.9,-4,0,0
101787,2028-11-22,2028-12-06,2028-11-26,1499,USA,Net 60,1,17217.1,1222.41,D4,28,ACH,4,11,Pending,Match,105.77,-6,0,0
101788,2028-11-23,2028-12-07,2028-11-27,1505,UK,Net 45,6,27688.79,3215.12,D4,28,ACH,4,2,Pending,Match,-371.98,6,0,0
101789,2028-11-24,2028-12-08,2028-11-28,1853,UK,Net 60,6,37543.86,1387.67,D4,18,Cash,2,24,Paid,Match,496.49,2,1,0
101790,2028-11-25,2028-12-09,2028-11-29,1363,India,Net 60,3,39304.47,1095.06,X99,12,ACH,2,39,Overdue,Mismatch,4514.63,4,1,1
101791,2028-11-26,2028-12-10,2028-11-30,1279,China,Net 30,2,16568.14,1278.35,C3,18,Credit Card,3,5,Pending,Mismatch,377.2,-8,0,0
101792,2028-11-27,2028-12-11,2028-12-01,1592,USA,Net 30,2,36197.38,2458.33,X99,12,ACH,3,52,Pending,Mismatch,3069.97,-7,1,1
101793,2028-11-28,2028-12-12,2028-12-02,1713,UK,Net 60,9,33060.54,4830.84,B2,5,Credit Card,4,16,Pending,Mismatch,2.13,4,0,0
101794,2028-11-29,2028-12-13,2028-12-03,1157,China,Net 45,5,47976.06,4162.87,A1,12,Cash,2,16,Overdue,Match,22.08,7,0,0
101795,2028-11-30,2028-12-14,2028-12-04,1631,UK,Net 30,7,46588.97,1430.21,D4,18,Wire,2,26,Pending,Match,-305.91,-8,1,0
101796,2028-12-01,2028-12-15,2028-12-05,1058,UK,Net 60,5,39574.28,1823.23,X99,12,Credit Card,4,57,Overdue,Mismatch,6844.95,-4,1,1
101797,2028-12-02,2028-12-16,2028-12-06,1726,USA,Net 30,7,36308.04,2327.92,B2,28,Wire,4,16,Overdue,Match,402.98,-3,0,0
101798,2028-12-03,2028-12-17,2028-12-07,1127,USA,Net 30,4,14065.06,4894.86,B2,5,Wire,4,25,Paid,Match,-336.29,0,0,0
101799,2028-12-04,2028-12-18,2028-12-08,1735,UK,Net 30,8,42375.28,870.23,D4,28,Wire,4,5,Pending,Match,-413.68,-2,0,0
101800,2028-12-05,2028-12-19,2028-12-09,1720,Germany,Net 60,7,21661.53,1793.84,D4,28,Wire,4,8,Pending,Match,238.22,9,0,0
101801,2028-12-06,2028-12-20,2028-12-10,1881,UK,Net 45,5,13975.91,3649.84,B2,28,Credit Card,3,29,Overdue,Match,-226.8,1,0,0
101802,2028-12-07,2028-12-21,2028-12-11,1114,UK,Net 45,6,19515.96,4820.08,D4,28,Cash,4,20,Overdue,Match,123.86,-6,0,0
101803,2028-12-08,2028-12-22,2028-12-12,1208,India,Net 45,5,41878.81,786.82,B2,12,ACH,2,14,Paid,Match,195.76,-10,0,0
101804,2028-12-09,2028-12-23,2028-12-13,1525,India,Net 30,7,7857.34,1144.63,C3,28,Credit Card,1,25,Pending,Match,-178.09,3,1,0
101805,2028-12-10,2028-12-24,2028-12-14,1520,India,Net 60,2,23079.86,1136.22,D4,12,Cash,3,10,Overdue,Match,315.14,-8,0,0
101806,2028-12-11,2028-12-25,2028-12-15,1551,Germany,Net 30,5,24871.7,114.45,C3,28,ACH,2,23,Pending,Match,49.99,4,0,0
101807,2028-12-12,2028-12-26,2028-12-16,1961,Germany,Net 45,3,2313.17,3024.54,A1,18,Wire,1,2,Pending,Match,369.0,-1,0,0
101808,2028-12-13,2028-12-27,2028-12-17,1236,UK,Net 45,9,10189.43,3356.81,D4,28,ACH,3,3,Pending,Match,263.29,-1,0,0
101809,2028-12-14,2028-12-28,2028-12-18,1280,India,Net 60,6,41423.75,3016.6,A1,18,ACH,4,18,Overdue,Match,368.58,-8,0,0
101810,2028-12-15,2028-12-29,2028-12-19,1358,Germany,Net 30,3,41622.99,365.9,X99,12,Cash,3,30,Pending,Mismatch,2561.1,-5,1,1
101811,2028-12-16,2028-12-30,2028-12-20,1200,USA,Net 45,7,14974.55,355.46,D4,5,ACH,4,2,Overdue,Match,-256.49,-6,0,0
101812,2028-12-17,2028-12-31,2028-12-21,1757,UK,Net 60,4,43807.41,1059.83,D4,12,Wire,4,21,Paid,Match,-409.99,8,0,0
101813,2028-12-18,2029-01-01,2028-12-22,1277,China,Net 30,3,38703.26,1458.57,D4,5,Credit Card,4,29,Paid,Match,-57.92,3,0,0
101814,2028-12-19,2029-01-02,2028-12-23,1234,UK,Net 30,8,21186.42,3934.85,A1,5,Credit Card,1,9,Overdue,Match,389.96,6,0,0
101815,2028-12-20,2029-01-03,2028-12-24,1493,China,Net 45,4,37546.11,805.36,A1,28,Cash,3,2,Pending,Match,-32.46,1,0,0
101816,2028-12-21,2029-01-04,2028-12-25,1003,India,Net 45,1,48086.06,230.02,B2,5,Wire,4,25,Paid,Match,349.71,-2,0,0
101817,2028-12-22,2029-01-05,2028-12-26,1665,China,Net 30,6,23219.0,1976.0,X99,12,Wire,2,52,Paid,Mismatch,4098.16,-8,1,1
101818,2028-12-23,2029-01-06,2028-12-27,1441,India,Net 30,1,12302.15,2087.8,C3,28,ACH,3,7,Overdue,Match,-160.43,7,0,0
101819,2028-12-24,2029-01-07,2028-12-28,1028,USA,Net 45,5,47119.92,2260.03,A1,5,Cash,2,14,Overdue,Match,395.56,-7,0,0
101820,2028-12-25,2029-01-08,2028-12-29,1108,China,Net 30,7,30385.34,4136.25,D4,12,Wire,1,5,Overdue,Match,-74.18,3,0,0
101821,2028-12-26,2029-01-09,2028-12-30,1609,UK,Net 45,6,5710.63,499.05,C3,5,Wire,1,8,Overdue,Match,289.77,-5,0,0
101822,2028-12-27,2029-01-10,2028-12-31,1726,India,Net 30,2,28847.8,3522.67,C3,5,Wire,3,23,Overdue,Match,-263.36,4,0,0
101823,2028-12-28,2029-01-11,2029-01-01,1804,UK,Net 45,4,25278.75,1696.35,A1,28,Credit Card,1,22,Overdue,Match,448.8,6,0,0
101824,2028-12-29,2029-01-12,2029-01-02,1074,Germany,Net 60,2,42851.65,1556.8,B2,28,Credit Card,1,18,Overdue,Match,74.58,-6,0,0
101825,2028-12-30,2029-01-13,2029-01-03,1837,India,Net 45,1,26769.41,4663.39,A1,12,Credit Card,3,6,Pending,Match,259.32,-5,0,0
